ledger_id,vin,month_date,customer_id,model_id,principal_amount,interest_amount,year_model,collateral
27091,JN8CT3MT4SW008164,2025-01-01,1991,706,846752.06,812.30,2025,NUEVO 
27092,JN8CT3MTXSW008055,2025-01-01,1681,706,766671.71,7909.07,2025,NUEVO 
27093,JN8CT3MT0SW007898,2025-01-01,1681,706,846752.06,748.03,2025,NUEVO 
27094,JN8AT3MT6RW014162,2025-01-01,1749,706,739000.00,5225.86,2024,SEMINUEVOS 
27095,JN8CT3MT1SW007621,2025-01-01,2001,706,846752.06,4387.51,2025,NUEVO 
27096,JN8CT3MT0SW007951,2025-01-01,1681,706,846752.06,8735.19,2025,NUEVO 
27097,JN8CT3MTXSW007682,2025-01-01,1681,706,766671.71,5453.61,2025,NUEVO 
27098,JN8CT3MT9SW007642,2025-01-01,1331,706,758752.22,7461.49,2025,NUEVO 
27099,JN8CT3MT0PW001901,2025-01-01,1749,706,641400.00,837.38,2023,SEMINUEVOS 
27100,JN8BT27T2MW129361,2025-01-01,1681,706,352100.00,344.76,2021,SEMINUEVOS 
27101,JN8BT27T1MW129349,2025-01-01,2045,706,352100.00,344.76,2021,SEMINUEVOS 
27102,JN8AT3MT0SW035451,2025-01-01,1681,706,693870.58,1630.60,2025,DEMO 
27103,JN8AT3MT1SW035409,2025-01-01,1524,706,693870.58,1630.60,2025,DEMO 
27104,JN8CT3MT8RW005696,2025-01-01,1681,706,835413.68,4688.71,2024,DEMO 
27105,JN8CT3MT8RW005701,2025-01-01,1524,706,835413.68,4688.71,2024,DEMO 
27106,JN8CT3MT4RW005016,2025-01-01,2036,706,835089.36,7672.38,2024,NUEVO 
27107,JN8AT3MT4RW018663,2025-01-01,1524,706,691715.43,3882.21,2024,DEMO 
27108,JN8AT3MT4RW017464,2025-01-01,1385,706,556500.00,5625.91,2024,SEMINUEVOS 
27109,JN8CT3MT6SW008148,2025-01-01,1660,706,766671.71,7750.63,2025,FLOTILLA 
27110,JN8CT3MT4SW008696,2025-01-01,1660,706,766671.71,7750.63,2025,FLOTILLA 
27111,JN8CT3MT3SW008317,2025-01-01,1681,706,846752.05,8151.16,2025,FLOTILLA 
27112,JN8CT3MT9SW008872,2025-01-01,1681,706,766671.71,508.98,2025,NUEVO 
27113,JN8AT3MT8SW038615,2025-01-01,1331,706,618791.93,1232.43,2025,NUEVO 
27114,JN8CT3MT3SW008317,2025-01-01,1681,706,846752.05,531.10,2025,NUEVO 
27115,JN8AT3MT2PW008047,2025-01-01,1749,706,474700.00,3442.23,2023,SEMINUEVOS 
27116,JN8BT27T8MW126884,2025-01-01,2017,706,307300.00,2328.35,2021,SEMINUEVOS 
27117,93CEC76C0NB190553,2025-02-01,,752,235700.00,1231.24,2022,SEMINUEVOS 
27118,93CEC76C2NB170871,2025-02-01,,752,235700.00,213.24,2022,SEMINUEVOS 
27119,93CEC76C0NB190553,2025-01-01,1681,752,235700.00,2071.61,2022,SEMINUEVOS 
27120,93CEC76C2NB170871,2025-01-01,1681,752,235700.00,1818.10,2022,SEMINUEVOS 
27121,MHKMF5CF5MK018586,2025-02-01,,763,217600.00,1910.77,2021,SEMINUEVOS 
27122,MHKMF5CF5MK018586,2025-01-01,1681,763,217600.00,1023.63,2021,SEMINUEVOS 
27123,3HGRU5894LM000775,2025-02-01,,777,268200.00,2102.76,2020,SEMINUEVOS 
27124,VR3UPHNL2PT000622,2025-02-01,,814,263000.00,2321.71,2023,SEMINUEVOS 
27125,VR3UPHNL2PT000622,2025-01-01,1385,814,263000.00,1990.03,2023,SEMINUEVOS 
27126,JM1BPCDL7K1146810,2025-01-01,1996,815,217700.00,141.99,2019,SEMINUEVOS 
27127,1HGRW1840HL911511,2025-02-01,,821,284800.00,1066.22,2017,SEMINUEVOS 
27128,1HGRW1895ML903619,2025-02-01,,821,426000.00,131.00,2021,SEMINUEVOS 
27129,1HGRW1894KL912891,2025-02-01,,821,355300.00,3119.93,2019,SEMINUEVOS 
27130,1HGRW1891KL910774,2025-02-01,,821,355300.00,3119.93,2019,SEMINUEVOS 
27131,1HGRW1840HL911511,2025-01-01,1385,821,284800.00,1871.81,2017,SEMINUEVOS 
27132,1HGRW1894KL912891,2025-01-01,1681,821,355300.00,1671.39,2019,SEMINUEVOS 
27133,1HGRW1891KL910774,2025-01-01,1681,821,355300.00,1671.39,2019,SEMINUEVOS 
27134,5NPD74AF6LH582152,2025-02-01,,825,190200.00,715.15,2020,SEMINUEVOS 
27135,LSJA24W93MN017068,2025-02-01,,830,288000.00,936.00,2021,SEMINUEVOS 
27136,LSJA24W93MN017068,2025-01-01,1385,830,288000.00,1704.00,2021,SEMINUEVOS 
27137,WMW31DK03N2P84505,2025-02-01,,839,376200.00,2300.31,2022,SEMINUEVOS 
27138,WMW31DK03N2P84505,2025-01-01,1385,839,376200.00,3465.79,2022,SEMINUEVOS 
27139,MMEMC71X1LH005370,2025-02-01,,840,433800.00,2310.71,2020,SEMINUEVOS 
27140,93Y9S2MH7LJ541722,2025-02-01,,844,216400.00,1900.23,2020,SEMINUEVOS 
27141,93Y9S1MF4JJ433418,2025-01-01,1681,844,170800.00,1128.28,2018,SEMINUEVOS 
27142,93Y9S2MH7LJ541722,2025-01-01,1681,844,216400.00,542.92,2020,SEMINUEVOS 
27143,KNDPR3NC5L7762745,2025-02-01,,851,282800.00,1936.71,2020,SEMINUEVOS 
27144,U6YPG3AA3ML966999,2025-02-01,,851,246800.00,607.13,2021,SEMINUEVOS 
27145,KNDPR3NC5L7762745,2025-01-01,1681,851,282800.00,2858.95,2020,SEMINUEVOS 
27146,3N1CE2CD5JL368643,2025-02-01,,983,135500.00,257.67,2018,SEMINUEVOS 
27147,3N1CE2CD5JL368643,2025-01-01,1681,983,135500.00,637.41,2018,SEMINUEVOS 
27148,3N1CE2CD0KL354974,2025-01-01,1999,983,181600.00,885.30,2019,SEMINUEVOS 
27149,3KPC24B55ME127413,2025-01-01,1681,1008,170500.00,169.79,2021,SEMINUEVOS 
27150,4TAC11AK8NU643112,2025-02-01,,1012,318100.00,582.21,2022,SEMINUEVOS 
27151,4TAC11AK8NU643112,2025-01-01,1681,1012,318100.00,2064.20,2022,SEMINUEVOS 
27152,4T1C11AK5NU651460,2025-01-01,1681,1012,331300.00,540.66,2022,SEMINUEVOS 
27153,4T1C11AK8NU643112,2025-01-01,1681,1012,331300.00,540.66,2022,SEMINUEVOS 
27154,JM1DKDD75K1408971,2025-01-01,1989,1016,215700.00,572.80,2019,SEMINUEVOS 
27155,3FAFP4AJ4JM125804,2025-02-01,,1019,127100.00,398.25,2018,SEMINUEVOS 
27156,KNDCC3LC5L5398003,2025-02-01,,1033,339000.00,457.04,2020,SEMINUEVOS 
27157,KNDCC3LC5L5398003,2025-01-01,1681,1033,339000.00,1371.11,2020,SEMINUEVOS 
27158,KNDMC5C25L6622257,2025-01-01,1681,1044,481300.00,3123.24,2020,SEMINUEVOS 
27159,MZBER2A49PN386481,2025-01-01,2043,1045,334600.00,3055.27,2023,SEMINUEVOS 
27160,LVVDB21B9PD712717,2025-01-01,1992,1049,348200.00,1536.92,2023,SEMINUEVOS 
27161,LZWLLNGL7PB009615,2025-06-01,,655,262700.00,1336.05,2023,SEMINUEVOS 
27162,LZWLLNGL8PB030912,2025-06-01,,655,273500.00,1365.41,2023,SEMINUEVOS 
27163,LZWLLNGL5PB019866,2025-06-01,,655,260100.00,2286.71,2023,SEMINUEVOS 
27164,LZWLLNGL8PB030912,2025-05-01,1385,655,273500.00,2418.73,2023,SEMINUEVOS 
27165,LZWLLNGL2NB019904,2025-05-01,1681,655,255000.00,1198.50,2022,SEMINUEVOS 
27166,LZWLLNGL1PB007147,2025-06-01,,655,262700.00,511.32,2023,SEMINUEVOS 
27167,LZWLLNGL7PB009615,2025-05-01,1385,655,262700.00,2436.32,2023,SEMINUEVOS 
27168,LZWLLNGL5PB019866,2025-05-01,1385,655,260100.00,381.12,2023,SEMINUEVOS 
27169,LSGKB5412PV000442,2025-06-01,,656,223100.00,1591.14,2023,SEMINUEVOS 
27170,LSGKB5412PV000294,2025-06-01,,656,259200.00,1626.77,2023,SEMINUEVOS 
27171,LSGKB5411PV001386,2025-06-01,,656,223100.00,1257.00,2023,SEMINUEVOS 
27172,LSGKB5419NV017915,2025-06-01,,656,205100.00,1331.11,2022,SEMINUEVOS 
27173,LSGKB541XNV060434,2025-06-01,,656,197900.00,252.79,2022,SEMINUEVOS 
27174,LSGKB5412PV000442,2025-05-01,1385,656,223100.00,1973.01,2023,SEMINUEVOS 
27175,LSGKB5412PV000294,2025-05-01,1385,656,259200.00,2292.26,2023,SEMINUEVOS 
27176,LSGKB5411PV001386,2025-05-01,1385,656,223100.00,1973.01,2023,SEMINUEVOS 
27177,LSGKB5419NV017915,2025-05-01,2120,656,205100.00,1813.82,2022,SEMINUEVOS 
27178,LSGKB541XNV060434,2025-05-01,1681,656,197900.00,1658.73,2022,SEMINUEVOS 
27179,LSGKB5410NV018175,2025-05-01,1681,656,197900.00,1283.59,2022,SEMINUEVOS 
27180,93YHSCCX0PJ447827,2025-06-01,,659,266700.00,1331.46,2023,SEMINUEVOS 
27181,93YHSCCX8PJ447798,2025-06-01,,659,267900.00,1647.59,2023,SEMINUEVOS 
27182,93YHSCCX0PJ447827,2025-05-01,1385,659,266700.00,2358.59,2023,SEMINUEVOS 
27183,93YHSCCX8NJ141293,2025-05-01,1630,659,245700.00,2191.03,2022,SEMINUEVOS 
27184,93YHSCCX8PJ447798,2025-05-01,1681,659,267900.00,2368.40,2023,SEMINUEVOS 
27185,3N6AD33B3SK823313,2025-06-01,,663,687094.21,3332.22,2025,FLOTILLA 
27186,3N6AD33B5SK823183,2025-06-01,,663,687094.21,3332.22,2025,FLOTILLA 
27187,3N6AD33B5SK823118,2025-06-01,,663,687094.21,3332.22,2025,FLOTILLA 
27188,3N6AD33A5SK822221,2025-06-01,,663,659969.56,5862.64,2025,NUEVO 
27189,3N6AD33BXSK821686,2025-06-01,,663,675908.12,5779.01,2025,NUEVO 
27190,3N6AD33A9PK869081,2025-06-01,,663,458100.00,822.29,2023,SEMINUEVOS 
27191,3N6AD33A7SK820275,2025-06-01,,663,434397.15,990.43,2025,FLOTILLA 
27192,3N6AD33A1SK817551,2025-06-01,,663,569108.51,712.55,2025,NUEVO 
27193,3N6AD33A4SK818743,2025-06-01,,663,434397.16,371.41,2025,FLOTILLA 
27194,1N6ED1EKXNN654571,2025-06-01,,663,459300.00,3468.86,2022,SEMINUEVOS 
27195,3N6AD33A0SK816942,2025-06-01,,663,648765.22,5984.86,2025,NUEVO 
27196,3N6AD33A7SK808482,2025-06-01,,663,550441.12,5178.73,2025,NUEVO 
27197,3N6AD33B1SK805411,2025-06-01,,663,675888.13,6358.98,2025,NUEVO 
27198,3N6AD33A3SK808219,2025-06-01,,663,648765.22,1808.18,2025,NUEVO 
27199,3N6AD33A9RK840246,2025-06-01,,663,633507.16,1808.66,2024,NUEVO 
27200,3N6AD33A4RK840025,2025-06-01,,663,633507.16,1757.54,2024,DEMO 
27201,1N6ED1EK7SN603721,2025-06-01,,663,898831.90,584.24,2025,DEMO 
27202,1N6ED1EK1SN600846,2025-06-01,,663,898831.90,584.24,2025,DEMO 
27203,3N6CD33B7RK841445,2025-06-01,,663,522469.13,4440.26,2024,FLOTILLA 
27204,3N6AD33A8SK826022,2025-06-01,,663,438036.85,2050.01,2025,NUEVO 
27205,3N6AD33A7SK827288,2025-06-01,,663,561646.62,2464.22,2025,NUEVO 
27206,3N6AD33B2SK826431,2025-06-01,,663,687094.20,3416.58,2025,NUEVO 
27207,3N6AD33A9SK826160,2025-06-01,,663,561646.62,2792.79,2025,NUEVO 
27208,3N6AD33B4SK807010,2025-06-01,,663,675888.13,2372.37,2025,FLOTILLA 
27209,3N6CD33B6RK852775,2025-06-01,,663,429600.00,1799.16,2024,SEMINUEVOS 
27210,3N6AD33A3NK843296,2025-06-01,,663,374700.00,2075.46,2022,SEMINUEVOS 
27211,3N6AD33A7SK823483,2025-06-01,,663,580294.60,2317.63,2025,FLOTILLA 
27212,3N6AD33A5SK823563,2025-06-01,,663,580294.60,2317.63,2025,FLOTILLA 
27213,3N6AD33A6SK823569,2025-06-01,,663,580294.60,2317.63,2025,FLOTILLA 
27214,3N6AD33A9SK823470,2025-06-01,,663,580294.60,2317.63,2025,FLOTILLA 
27215,3N6AD33B5SK823667,2025-06-01,,663,687094.20,2009.75,2025,FLOTILLA 
27216,3N6AD33A0SK825589,2025-06-01,,663,659969.56,5648.24,2025,NUEVO 
27217,3N6AD33A6SK825225,2025-06-01,,663,580294.60,2648.72,2025,NUEVO 
27218,3N6AD33A0SK816942,2025-05-01,1681,663,648765.22,6184.35,2025,NUEVO 
27219,3N6AD33A7SK808482,2025-05-01,1681,663,550441.12,5351.36,2025,NUEVO 
27220,3N6AD33B1SK805411,2025-05-01,1681,663,675888.13,6570.95,2025,NUEVO 
27221,3N6AD33B7RK861993,2025-05-01,1568,663,664869.29,1103.50,2024,NUEVO 
27222,3N6AD33A7SK811723,2025-05-01,1681,663,473307.23,2910.84,2025,FLOTILLA 
27223,3N6AD33A3SK808219,2025-05-01,1681,663,648765.22,6307.26,2025,NUEVO 
27224,3N6AD33A9RK840246,2025-05-01,1331,663,633507.16,6229.84,2024,NUEVO 
27225,3N6AD33A4RK840025,2025-05-01,1524,663,633507.16,3639.15,2024,DEMO 
27226,3N6CD33B7RK841445,2025-06-01,,663,522469.13,145.28,2024,FLOTILLA 
27227,3N6AD33A4RK865104,2025-06-01,,663,385300.00,428.54,2024,SEMINUEVOS 
27228,3N6AD33A8SK828420,2025-06-01,,663,561646.63,624.68,2025,FLOTILLA 
27229,3N6AD33A4SK823506,2025-06-01,,663,580294.60,645.42,2025,FLOTILLA 
27230,3N6AD33B4SK807010,2025-06-01,,663,675888.13,3406.48,2025,FLOTILLA 
27231,3N6AD33A9RK840246,2025-06-01,,663,633507.16,3725.02,2024,NUEVO 
27232,3N6AD33A7SK820275,2025-06-01,,663,434397.15,2675.89,2025,FLOTILLA 
27233,3N6AD33A4SK827247,2025-06-01,,663,483665.94,141.74,2025,NUEVO 
27234,3N6AD33A6SK829209,2025-06-01,,663,483665.94,566.96,2025,NUEVO 
27235,3N6AD33A0SK827486,2025-06-01,,663,561646.63,658.37,2025,NUEVO 
27236,3N6AD33A8SK828370,2025-06-01,,663,580294.60,1360.47,2025,NUEVO 
27237,3N6AD33A5SK827676,2025-06-01,,663,580294.60,1360.47,2025,NUEVO 
27238,3N6AD33B4SK827628,2025-06-01,,663,687094.20,2009.75,2025,NUEVO 
27239,3N6AD33B4SK807010,2025-05-01,1331,663,675888.13,2628.64,2025,FLOTILLA 
27240,3N6AD33A5SK822221,2025-05-01,1681,663,659969.56,4146.26,2025,NUEVO 
27241,3N6AD33AXSK822554,2025-05-01,1681,663,483665.94,554.08,2025,NUEVO 
27242,3N6AD33BXSK821686,2025-05-01,1681,663,675908.12,5971.65,2025,NUEVO 
27243,3N6AD33A9PK869081,2025-05-01,1681,663,458100.00,4248.50,2023,SEMINUEVOS 
27244,3N6AD33A7SK820275,2025-05-01,1283,663,434397.15,2599.87,2025,FLOTILLA 
27245,3N6AD33A0SK819081,2025-05-01,2087,663,550461.12,4554.00,2025,NUEVO 
27246,3N6AD33A4SK818712,2025-05-01,2114,663,569108.52,811.77,2025,NUEVO 
27247,3N6AD33A4SK818516,2025-05-01,2158,663,473327.24,1755.39,2025,NUEVO 
27248,3N6AD33A1SK817551,2025-05-01,1681,663,569108.51,5032.97,2025,NUEVO 
27249,3N6AD33A4SK818743,2025-05-01,1681,663,434397.16,3342.69,2025,FLOTILLA 
27250,1N6ED1EKXNN654571,2025-05-01,1385,663,459300.00,4057.92,2022,SEMINUEVOS 
27251,3N6AD33A2SK822063,2025-05-01,2132,663,438036.86,611.01,2025,NUEVO 
27252,3N6CD33B7RK841445,2025-05-01,1524,663,522469.13,459.34,2024,FLOTILLA 
27253,3N6AD33B4SK807010,2025-05-01,1331,663,675888.13,3558.55,2025,FLOTILLA 
27254,3N6CD33B6RK852775,2025-05-01,1681,663,429600.00,2136.19,2024,SEMINUEVOS 
27255,3N6AD33A3NK843296,2025-05-01,1681,663,374700.00,1863.20,2022,SEMINUEVOS 
27256,3N6AD33A0SK825589,2025-05-01,1331,663,659969.56,188.27,2025,NUEVO 
27257,3N6CD33B7RK841445,2025-05-01,1524,663,522469.13,4173.37,2024,FLOTILLA 
27258,3N6AD33A6SK825225,2025-05-01,1331,663,580294.60,165.55,2025,NUEVO 
27259,MR0CX3DD5N1329772,2025-06-01,,667,327900.00,2245.02,2022,SEMINUEVOS 
27260,MR0CX3DD5N1329772,2025-05-01,1681,667,327900.00,2899.82,2022,SEMINUEVOS 
27261,MR0CX3DD3N1322867,2025-06-01,,667,287000.00,1607.20,2022,SEMINUEVOS 
27262,3VWHP6BU3RM059293,2025-06-01,,670,325300.00,637.59,2024,SEMINUEVOS 
27263,3N8AP6HEXSL400502,2025-06-01,,672,461919.61,102.03,2025,NUEVO 
27264,3N8AP6HE5SL395371,2025-06-01,,672,537826.90,4598.42,2025,NUEVO 
27265,3N8AP6HE5SL389277,2025-06-01,,672,537826.90,4602.90,2025,NUEVO 
27266,3N8AP6HE7SL387532,2025-06-01,,672,448680.90,3839.96,2025,NUEVO 
27267,MNTFP5CP0R6009800,2025-06-01,,672,410000.00,3679.75,2024,SEMINUEVOS 
27268,3N8CP5HE9RL536777,2025-06-01,,672,339300.00,2639.19,2024,SEMINUEVOS 
27269,MNTFP5CP6S6016594,2025-06-01,,672,534005.22,4570.19,2025,NUEVO 
27270,3N8AP6HE1SL379152,2025-06-01,,672,448660.90,4138.90,2025,NUEVO 
27271,MNTFP5CP4S6014987,2025-06-01,,672,533985.22,5206.36,2025,NUEVO 
27272,MNTFP5CP0S6015036,2025-06-01,,672,554109.92,666.32,2025,DEMO 
27273,3N8CP5HE7SL473989,2025-06-01,,672,417274.78,2513.31,2025,NUEVO 
27274,3N8CP5HEXSL473307,2025-06-01,,672,417274.78,3925.86,2025,NUEVO 
27275,3N8CP5HE7SL469909,2025-06-01,,672,417025.38,1463.76,2025,DEMO 
27276,3N8CP5HE3SL474914,2025-06-01,,672,417274.78,130.86,2025,NUEVO 
27277,3N8CP5HE1SL470490,2025-06-01,,672,417025.38,1463.76,2025,DEMO 
27278,3N8AP6HE6SL336782,2025-06-01,,672,535427.74,5220.42,2025,NUEVO 
27279,3N8AP6HEXSL328524,2025-06-01,,672,472263.42,3511.44,2025,DEMO 
27280,3N8AP6HE0SL367588,2025-06-01,,672,537806.90,5059.87,2025,NUEVO 
27281,3N8AP6HE1SL329318,2025-06-01,,672,535427.74,5238.27,2025,NUEVO 
27282,3N8AP6HE3SL322189,2025-06-01,,672,535427.74,4016.01,2025,DEMO 
27283,3N8AP6HE1SL328685,2025-06-01,,672,472263.42,3480.63,2025,DEMO 
27284,MNTFP5CP3R6011329,2025-06-01,,672,415600.00,130.34,2024,SEMINUEVOS 
27285,3N8CP5HE4RL590357,2025-06-01,,672,417025.38,3923.51,2024,NUEVO 
27286,MNTFP5CP7R6007574,2025-06-01,,672,481900.00,626.47,2024,SEMINUEVOS 
27287,3N8CP5HE8SL470468,2025-06-01,,672,417274.78,3790.83,2025,FLOTILLA 
27288,3N8AP6HE5SL420432,2025-06-01,,672,482601.25,141.43,2025,FLOTILLA 
27289,3N8CP5HEXSL485604,2025-06-01,,672,429415.25,125.84,2025,FLOTILLA 
27290,MNTFP5CP7R6012709,2025-06-01,,672,519109.85,3955.33,2024,FLOTILLA 
27291,3N8CP5HE3RL501345,2025-06-01,,672,338500.00,2975.98,2024,SEMINUEVOS 
27292,MNTFP5CP7S6015602,2025-06-01,,672,534005.22,3755.84,2025,FLOTILLA 
27293,MNTFP5CP6S6015655,2025-06-01,,672,534005.22,3755.84,2025,FLOTILLA 
27294,MNTFP5CP6S6015302,2025-06-01,,672,534005.22,3755.84,2025,FLOTILLA 
27295,MNTFP5CP3S6016469,2025-06-01,,672,534005.22,3755.84,2025,FLOTILLA 
27296,MNTFP5CP3S6015709,2025-06-01,,672,534005.22,3755.84,2025,FLOTILLA 
27297,3N8AP6HE3SL390542,2025-06-01,,672,473682.38,2221.04,2025,NUEVO 
27298,3N8AP6HE3SL412586,2025-06-01,,672,482601.24,1835.09,2025,NUEVO 
27299,3N8AP6HE7SL410064,2025-06-01,,672,506464.76,2370.26,2025,NUEVO 
27300,MNTFP5CP8S6018167,2025-06-01,,672,541168.49,1744.52,2025,FLOTILLA 
27301,MNTFP5CP3S6017136,2025-06-01,,672,541168.49,1744.52,2025,FLOTILLA 
27302,MNTFP5CP4P6001003,2025-06-01,,672,356200.00,1354.45,2023,SEMINUEVOS 
27303,MNTFP5CP0S6016574,2025-06-01,,672,524379.86,460.14,2025,FLOTILLA 
27304,3N8CP5HE0SL485465,2025-06-01,,672,429415.25,3430.07,2025,NUEVO 
27305,3N8AP6HE4SL406960,2025-06-01,,672,461919.61,3557.94,2025,NUEVO 
27306,3N8AP6HE6SL405373,2025-06-01,,672,461919.60,3953.26,2025,NUEVO 
27307,3N8AP6HE5SL404246,2025-06-01,,672,461919.61,3953.26,2025,NUEVO 
27308,3N8CP5HE7SL470719,2025-06-01,,672,417025.38,3293.46,2025,FLOTILLA 
27309,3N8CP5HE5SL474137,2025-06-01,,672,417274.78,3295.43,2025,FLOTILLA 
27310,3N8CP5HE2NL506532,2025-06-01,,672,282200.00,1411.31,2022,SEMINUEVOS 
27311,MNTFP5CP9S6016640,2025-06-01,,672,534005.22,4685.90,2025,FLOTILLA 
27312,MNTFP5CP0S6017546,2025-06-01,,672,541168.49,154.38,2025,NUEVO 
27313,MNTFP5CP0S6017675,2025-06-01,,672,541168.49,154.38,2025,NUEVO 
27314,MNTFP5CP4S6017470,2025-06-01,,672,541168.49,154.38,2025,NUEVO 
27315,MNTFP5CP5S6017560,2025-06-01,,672,561293.33,160.12,2025,NUEVO 
27316,MNTFP5CPXS6016940,2025-06-01,,672,561293.33,160.12,2025,NUEVO 
27317,3N8AP6HE8SL379021,2025-05-01,1681,672,473662.38,205.21,2025,NUEVO 
27318,3N8AP6HE1SL379152,2025-05-01,1681,672,448660.90,4276.86,2025,NUEVO 
27319,MNTFP5CPXS6015402,2025-05-01,1285,672,554109.92,309.58,2025,NUEVO 
27320,MNTFP5CP4S6014987,2025-05-01,1331,672,533985.22,5379.90,2025,NUEVO 
27321,3N8CP5HE7SL473989,2025-05-01,1331,672,417274.78,4056.72,2025,NUEVO 
27322,3N8CP5HEXSL473307,2025-05-01,1331,672,417274.78,4056.72,2025,NUEVO 
27323,3N8CP5HE7SL470719,2025-05-01,1681,672,417025.38,677.67,2025,NUEVO 
27324,3N8CP5HE3SL474914,2025-05-01,1681,672,417274.78,4056.72,2025,NUEVO 
27325,3N8CP5HE5SL474137,2025-05-01,1681,672,417274.78,654.31,2025,NUEVO 
27326,3N8CP5HE1SL472868,2025-05-01,1681,672,386542.90,3225.22,2025,NUEVO 
27327,3N8AP6HE6SL336782,2025-05-01,1681,672,535427.74,5394.43,2025,NUEVO 
27328,3N8AP6HEXSL328524,2025-05-01,1681,672,472263.42,4127.48,2025,DEMO 
27329,3N8AP6HE3SL367598,2025-05-01,1681,672,505481.18,58.48,2025,NUEVO 
27330,3N8AP6HE0SL367588,2025-05-01,1331,672,537806.90,5228.53,2025,NUEVO 
27331,3N8AP6HE1SL329318,2025-05-01,1681,672,535427.74,5412.88,2025,NUEVO 
27332,3N8AP6HE3SL322189,2025-05-01,1681,672,535427.74,4714.44,2025,DEMO 
27333,3N8AP6HE1SL328685,2025-05-01,1524,672,472263.42,4065.87,2025,DEMO 
27334,MNTFP5CP3R6011329,2025-05-01,2086,672,415600.00,3062.91,2024,SEMINUEVOS 
27335,3N8CP5HE4RL590357,2025-05-01,1331,672,417025.38,4054.30,2024,NUEVO 
27336,MNTFP5CP7R6007574,2025-05-01,1524,672,481900.00,2036.03,2024,SEMINUEVOS 
27337,3N8CP5HE8SL470468,2025-06-01,,672,417274.78,116.03,2025,FLOTILLA 
27338,MNTFP5CP7R6012709,2025-06-01,,672,519109.85,577.37,2024,FLOTILLA 
27339,MNTFP5CP7S6015602,2025-06-01,,672,534005.22,890.90,2025,FLOTILLA 
27340,MNTFP5CP6S6015655,2025-06-01,,672,534005.22,890.90,2025,FLOTILLA 
27341,MNTFP5CP6S6015302,2025-06-01,,672,534005.22,890.90,2025,FLOTILLA 
27342,MNTFP5CP3S6016469,2025-06-01,,672,534005.22,890.90,2025,FLOTILLA 
27343,MNTFP5CP3S6015709,2025-06-01,,672,534005.22,890.90,2025,FLOTILLA 
27344,MNTFP5CPXR6009643,2025-06-01,,672,387200.00,1399.62,2024,SEMINUEVOS 
27345,3N8AP6HE9SL416772,2025-06-01,,672,538755.68,157.89,2025,NUEVO 
27346,3N8AP6HE4SL418199,2025-06-01,,672,538755.68,157.89,2025,NUEVO 
27347,3N8CP5HE4SL485422,2025-06-01,,672,398683.36,116.84,2025,NUEVO 
27348,3N8CP5HE6SL488998,2025-06-01,,672,429415.24,251.69,2025,NUEVO 
27349,3N8AP6HE2SL413714,2025-06-01,,672,538755.69,473.66,2025,NUEVO 
27350,3N8CP5HE9SL487537,2025-06-01,,672,398683.37,584.18,2025,NUEVO 
27351,3N8AP6HE0SL415106,2025-06-01,,672,538755.69,473.66,2025,NUEVO 
27352,3N8AP6HE7SL395890,2025-05-01,1681,672,448680.90,2697.40,2025,NUEVO 
27353,3N8AP6HE5SL395371,2025-05-01,1331,672,537826.90,4291.86,2025,NUEVO 
27354,3N8AP6HE2SL391732,2025-05-01,1681,672,448680.90,3752.70,2025,NUEVO 
27355,3N8AP6HE1SL395173,2025-05-01,1290,672,473682.38,3117.62,2025,FLOTILLA 
27356,3N8AP6HE3SL390542,2025-05-01,1290,672,473682.38,2975.91,2025,FLOTILLA 
27357,MNTFP5CP6S6016692,2025-05-01,1681,672,524379.87,1195.59,2025,FLOTILLA 
27358,MNTFP5CP6S6016238,2025-05-01,1681,672,524379.87,1196.75,2025,FLOTILLA 
27359,MNTFP5CP3S6016469,2025-05-01,1283,672,534005.22,3503.82,2025,FLOTILLA 
27360,MNTFP5CP7S6015602,2025-05-01,1283,672,534005.22,3503.82,2025,FLOTILLA 
27361,MNTFP5CP6S6015655,2025-05-01,1283,672,534005.22,3503.82,2025,FLOTILLA 
27362,MNTFP5CP3S6015709,2025-05-01,1283,672,534005.22,3503.82,2025,FLOTILLA 
27363,MNTFP5CP6S6015302,2025-05-01,1283,672,534005.22,3503.82,2025,FLOTILLA 
27364,MNTFP5CPXS6016565,2025-05-01,1681,672,524359.87,1128.68,2025,FLOTILLA 
27365,3N8AP6HE9SL382395,2025-05-01,2081,672,505501.18,1008.47,2025,NUEVO 
27366,3N8AP6HE7SL388681,2025-05-01,1681,672,505501.18,1302.14,2025,NUEVO 
27367,3N8AP6HE0SL393088,2025-05-01,1657,672,473682.38,2969.99,2025,NUEVO 
27368,3N8AP6HE5SL389277,2025-05-01,1681,672,537826.90,4756.33,2025,NUEVO 
27369,3N8AP6HE7SL387532,2025-05-01,1681,672,448680.90,3967.96,2025,NUEVO 
27370,MNTFP5CP0R6009800,2025-05-01,1524,672,410000.00,3802.41,2024,SEMINUEVOS 
27371,3N8CP5HE9RL536777,2025-05-01,1524,672,339300.00,3146.72,2024,SEMINUEVOS 
27372,3N8AP6HE3SL344306,2025-05-01,1283,672,504082.22,1055.63,2025,FLOTILLA 
27373,3N8CP5HE7PL576563,2025-05-01,1681,672,308000.00,188.10,2023,SEMINUEVOS 
27374,MNTFP5CP6S6016594,2025-05-01,1681,672,534005.22,3046.80,2025,NUEVO 
